Row IDOrder IDOrder DateShip DateShip ModeCustomer IDCustomer NameSegmentCountryCityStatePostal CodeRegionProduct IDCategorySub-CategoryProduct Name Sales QuantityDiscount Profit 
11CA-2014-1158126/9/20146/14/2014Standard ClassBH-11710Brosina HoffmanConsumerUnited StatesLos AngelesCalifornia90032WestFUR-TA-10001539FurnitureTablesChromcraft Rectangular Conference Tables"   1706.18 "90.2   85.31 
12CA-2014-1158126/9/20146/14/2014Standard ClassBH-11710Brosina HoffmanConsumerUnited StatesLos AngelesCalifornia90032WestTEC-PH-10002033TechnologyPhonesKonftel 250 Conference phone - Charcoal black   911.42 40.2   68.36 
13CA-2017-1144124/15/20174/20/2017Standard ClassAA-10480Andrew AllenConsumerUnited StatesConcordNorth Carolina28027SouthOFF-PA-10002365Office SuppliesPaperXerox 1967   15.55 30.2   5.44 
14CA-2016-16138912/5/201612/10/2016Standard ClassIM-15070Irene MaddoxConsumerUnited StatesSeattleWashington98103WestOFF-BI-10003656Office SuppliesBindersFellowes PB200 Plastic Comb Binding Machine   407.98 30.2   132.59 
15US-2015-11898311/22/201511/26/2015Standard ClassHP-14815Harold PawlanHome OfficeUnited StatesFort WorthTexas76106CentralOFF-AP-10002311Office SuppliesAppliances"Holmes Replacement Filter for HEPA Air Cleaner Very Large Room HEPA Filter"   68.81 50.8   -123.86 
16US-2015-11898311/22/201511/26/2015Standard ClassHP-14815Harold PawlanHome OfficeUnited StatesFort WorthTexas76106CentralOFF-BI-10000756Office SuppliesBindersStorex DuraTech Recycled Plastic Frosted Binders   2.54 30.8   -3.82 
17CA-2014-10589311/11/201411/18/2014Standard ClassPK-19075Pete KrizConsumerUnited StatesMadisonWisconsin53711CentralOFF-ST-10004186Office SuppliesStorage"Stur-D-Stor Shelving Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D"   665.88 60   13.32 
18CA-2014-1671645/13/20145/15/2014Second ClassAG-10270Alejandro GroveConsumerUnited StatesWest JordanUtah84084WestOFF-ST-10000107Office SuppliesStorageFellowes Super Stor/Drawer   55.50 20   9.99 
19CA-2014-1433368/27/20149/1/2014Second ClassZD-21925Zuschuss DonatelliConsumerUnited StatesSan FranciscoCalifornia94109WestOFF-AR-10003056Office SuppliesArtNewell 341   8.56 20   2.48 
20CA-2014-1433368/27/20149/1/2014Second ClassZD-21925Zuschuss DonatelliConsumerUnited StatesSan FranciscoCalifornia94109WestTEC-PH-10001949TechnologyPhonesCisco SPA 501G IP Phone   213.48 30.2   16.01 
21CA-2014-1433368/27/20149/1/2014Second ClassZD-21925Zuschuss DonatelliConsumerUnited StatesSan FranciscoCalifornia94109WestOFF-BI-10002215Office SuppliesBinders"Wilson Jones Hanging View Binder White 1"""   22.72 40.2   7.38 
22CA-2016-13733012/9/201612/13/2016Standard ClassKB-16585Ken BlackCorporateUnited StatesFremontNebraska68025CentralOFF-AR-10000246Office SuppliesArtNewell 318   19.46 70   5.06 
23CA-2016-13733012/9/201612/13/2016Standard ClassKB-16585Ken BlackCorporateUnited StatesFremontNebraska68025CentralOFF-AP-10001492Office SuppliesAppliances"Acco Six-Outlet Power Strip 4' Cord Length"   60.34 70   15.69 
24US-2017-1569097/16/20177/18/2017Second ClassSF-20065Sandra FlanaganConsumerUnited StatesPhiladelphiaPennsylvania19140EastFUR-CH-10002774FurnitureChairs"Global Deluxe Stacking Chair Gray"   71.37 20.3   -1.02 
25CA-2015-1063209/25/20159/30/2015Standard ClassEB-13870Emily BurnsConsumerUnited StatesOremUtah84057WestFUR-TA-10000577FurnitureTablesBretford CR4500 Series Slim Rectangular Table"   1044.63 "30   240.26 
26CA-2016-1217551/16/20161/20/2016Second ClassEH-13945Eric HoffmannConsumerUnited StatesLos AngelesCalifornia90049WestOFF-BI-10001634Office SuppliesBindersWilson Jones Active Use Binders   11.65 20.2   4.22 
27CA-2016-1217551/16/20161/20/2016Second ClassEH-13945Eric HoffmannConsumerUnited StatesLos AngelesCalifornia90049WestTEC-AC-10003027TechnologyAccessoriesImation 8GB Mini TravelDrive USB 2.0 Flash Drive   90.57 30   11.77 
28US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastFUR-BO-10004834FurnitureBookcases"Riverside Palais Royal Lawyers Bookcase Royale Cherry Finish""   3083.43 "70.5"   -1665.05 "
29US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastOFF-BI-10000474Office SuppliesBindersAvery Recycled Flexi-View Covers for Binding Systems   9.62 20.7   -7.05 
30US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastFUR-FU-10004848FurnitureFurnishings"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"   124.20 30.2   15.53 
31US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastOFF-EN-10001509Office SuppliesEnvelopesPoly String Tie Envelopes   3.26 20.2   1.10 
32US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastOFF-AR-10004042Office SuppliesArt"BOSTON Model 1800 Electric Pencil Sharpeners Putty/Woodgrain"   86.30 60.2   9.71 
33US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastOFF-BI-10001525Office SuppliesBinders"Acco Pressboard Covers with Storage Hooks 14 7/8"" x 11"" Executive Red"   6.86 60.7   -5.72 
34US-2015-1506309/17/20159/21/2015Standard ClassTB-21520Tracy BlumsteinConsumerUnited StatesPhiladelphiaPennsylvania19140EastOFF-AR-10001683Office SuppliesArtLumber Crayons   15.76 20.2   3.55 
35CA-2017-10772710/19/201710/23/2017Second ClassMA-17560Matt AbelmanHome OfficeUnited StatesHoustonTexas77095CentralOFF-PA-10000249Office SuppliesPaperEasy-staple paper   29.47 30.2   9.95 
36CA-2016-11759012/8/201612/10/2016First ClassGH-14485Gene HaleCorporateUnited StatesRichardsonTexas75080CentralTEC-PH-10004977TechnologyPhonesGE 30524EE4"   1097.54 "70.2   123.47 
37CA-2016-11759012/8/201612/10/2016First ClassGH-14485Gene HaleCorporateUnited StatesRichardsonTexas75080CentralFUR-FU-10003664FurnitureFurnishings"Electrix Architect's Clamp-On Swing Arm Lamp Black"   190.92 50.6   -147.96 
38CA-2015-11741512/27/201512/31/2015Standard ClassSN-20710Steve NguyenHome OfficeUnited StatesHoustonTexas77041CentralOFF-EN-10002986Office SuppliesEnvelopes"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"   113.33 90.2   35.42 
39CA-2015-11741512/27/201512/31/2015Standard ClassSN-20710Steve NguyenHome OfficeUnited StatesHoustonTexas77041CentralFUR-BO-10002545FurnitureBookcases"Atlantic Metals Mobile 3-Shelf Bookcases Custom Colors"   532.40 30.32   -46.98 
40CA-2015-11741512/27/201512/31/2015Standard ClassSN-20710Steve NguyenHome OfficeUnited StatesHoustonTexas77041CentralFUR-CH-10004218FurnitureChairs"Global Fabric Manager's Chair Dark Gray"   212.06 30.3   -15.15 
41CA-2015-11741512/27/201512/31/2015Standard ClassSN-20710Steve NguyenHome OfficeUnited StatesHoustonTexas77041CentralTEC-PH-10000486TechnologyPhonesPlantronics HL10 Handset Lifter   371.17 40.2   41.76 
42CA-2017-1209999/10/20179/15/2017Standard ClassLC-16930Linda CazamiasCorporateUnited StatesNapervilleIllinois60540CentralTEC-PH-10004093TechnologyPhonesPanasonic Kx-TS550   147.17 40.2   16.56 
43CA-2016-1013437/17/20167/22/2016Standard ClassRA-19885Ruben AusmanCorporateUnited StatesLos AngelesCalifornia90049WestOFF-ST-10003479Office SuppliesStorage"Eldon Base for stackable storage shelf platinum"   77.88 20   3.89 
44CA-2017-1396199/19/20179/23/2017Standard ClassES-14080Erin SmithCorporateUnited StatesMelbourneFlorida32935SouthOFF-ST-10003282Office SuppliesStorage"Advantus 10-Drawer Portable Organizer Chrome Metal Frame Smoke Drawers"   95.62 20.2   9.56 
45CA-2016-1182553/11/20163/13/2016First ClassON-18715Odella NelsonCorporateUnited StatesEaganMinnesota55122CentralTEC-AC-10000171TechnologyAccessories"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 25/Pack"   45.98 20   19.77 
46CA-2016-1182553/11/20163/13/2016First ClassON-18715Odella NelsonCorporateUnited StatesEaganMinnesota55122CentralOFF-BI-10003291Office SuppliesBindersWilson Jones Leather-Like Binders with DublLock Round Rings   17.46 20   8.21 
47CA-2014-14670310/20/201410/25/2014Second ClassPO-18865Patrick O'DonnellConsumerUnited StatesWestlandMichigan48185CentralOFF-ST-10001713Office SuppliesStorage"Gould Plastics 9-Pocket Panel Bin 18-3/8w x 5-1/4d x 20-1/2h Black"   211.96 40   8.48 
48CA-2016-1691946/20/20166/25/2016Standard ClassLH-16900Lena HernandezConsumerUnited StatesDoverDelaware19901EastTEC-AC-10002167TechnologyAccessoriesImation 8gb Micro Traveldrive Usb 2.0 Flash Drive   45.00 30   4.95 
49CA-2016-1691946/20/20166/25/2016Standard ClassLH-16900Lena HernandezConsumerUnited StatesDoverDelaware19901EastTEC-PH-10003988TechnologyPhones"LF Elite 3D Dazzle Designer Hard Case Cover Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"   21.80 20   6.10 
50CA-2015-1157424/18/20154/22/2015Standard ClassDP-13000Darren PowersConsumerUnited StatesNew AlbanyIndiana47150CentralOFF-BI-10004410Office SuppliesBinders"C-Line Peel & Stick Add-On Filing Pockets 8-3/4 x 5-1/8 10/Pack"   38.22 60   17.96 
51CA-2015-1157424/18/20154/22/2015Standard ClassDP-13000Darren PowersConsumerUnited StatesNew AlbanyIndiana47150CentralOFF-LA-10002762Office SuppliesLabelsAvery 485   75.18 60   35.33 
52CA-2015-1157424/18/20154/22/2015Standard ClassDP-13000Darren PowersConsumerUnited StatesNew AlbanyIndiana47150CentralFUR-FU-10001706FurnitureFurnishingsLonger-Life Soft White Bulbs   6.16 20   2.96 
53CA-2015-1157424/18/20154/22/2015Standard ClassDP-13000Darren PowersConsumerUnited StatesNew AlbanyIndiana47150CentralFUR-CH-10003061FurnitureChairs"Global Leather Task Chair Black"   89.99 10   17.10 
54CA-2016-10581612/11/201612/17/2016Standard ClassJM-15265Janet MolinariCorporateUnited StatesNew York CityNew York10024EastOFF-FA-10000304Office SuppliesFastenersAdvantus Push Pins   15.26 70   6.26 
55CA-2016-10581612/11/201612/17/2016Standard ClassJM-15265Janet MolinariCorporateUnited StatesNew York CityNew York10024EastTEC-PH-10002447TechnologyPhonesAT&T CL83451 4-Handset Telephone"   1029.95 "50   298.69 
56CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastOFF-ST-10000604Office SuppliesStorageHome/Office Personal File Carts   208.56 60   52.14 
57CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastOFF-PA-10001569Office SuppliesPaperXerox 232   32.40 50   15.55 
58CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastFUR-CH-10003968FurnitureChairsNovimex Turbo Task Chair   319.41 50.1   7.10 
59CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastOFF-PA-10000587Office SuppliesPaper"Array Parchment Paper Assorted Colors"   14.56 20   6.99 
60CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastTEC-AC-10002167TechnologyAccessoriesImation 8gb Micro Traveldrive Usb 2.0 Flash Drive   30.00 20   3.30 
61CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastOFF-BI-10001460Office SuppliesBindersPlastic Binding Combs   48.48 40.2   16.36 
62CA-2016-1116826/17/20166/18/2016First ClassTB-21055Ted ButterfieldConsumerUnited StatesTroyNew York12180EastOFF-AR-10001868Office SuppliesArtPrang Dustless Chalk Sticks   1.68 10   0.84 
63CA-2015-13554511/24/201511/30/2015Standard ClassKM-16720Kunst MillerConsumerUnited StatesLos AngelesCalifornia90004WestTEC-AC-10004633TechnologyAccessories"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 3/Pack"   13.98 20   6.15 
64CA-2015-13554511/24/201511/30/2015Standard ClassKM-16720Kunst MillerConsumerUnited StatesLos AngelesCalifornia90004WestOFF-BI-10001078Office SuppliesBinders"Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 14 7/8"" X 11"""   25.82 60.2   9.36 
65CA-2015-13554511/24/201511/30/2015Standard ClassKM-16720Kunst MillerConsumerUnited StatesLos AngelesCalifornia90004WestOFF-PA-10003892Office SuppliesPaperXerox 1943   146.73 30   68.96 
66CA-2015-13554511/24/201511/30/2015Standard ClassKM-16720Kunst MillerConsumerUnited StatesLos AngelesCalifornia90004WestFUR-FU-10000397FurnitureFurnishingsLuxo Economy Swing Arm Lamp   79.76 40   22.33 
67US-2015-1641754/30/20155/5/2015Standard ClassPS-18970Paul StevensonHome OfficeUnited StatesChicagoIllinois60610CentralFUR-CH-10001146FurnitureChairs"Global Value Mid-Back Manager's Chair Gray"   213.12 50.3   -15.22 
68CA-2014-10637612/5/201412/10/2014Standard ClassBS-11590Brendan SweedCorporateUnited StatesGilbertArizona85234WestOFF-AR-10002671Office SuppliesArt"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener Beige""   1113.02 "80.2   111.30 
69CA-2014-10637612/5/201412/10/2014Standard ClassBS-11590Brendan SweedCorporateUnited StatesGilbertArizona85234WestTEC-PH-10002726TechnologyPhonesnetTALK DUO VoIP Telephone Service   167.97 40.2   62.99 
70CA-2016-1198236/4/20166/6/2016First ClassKD-16270Karen DanielsConsumerUnited StatesSpringfieldVirginia22153SouthOFF-PA-10000482Office SuppliesPaper"Snap-A-Way Black Print Carbonless Ruled Speed Letter Triplicate"   75.88 20   35.66 
71CA-2016-1060759/18/20169/23/2016Standard ClassHM-14980Henry MacAllisterConsumerUnited StatesNew York CityNew York10009EastOFF-BI-10004654Office SuppliesBindersAvery Binding System Hidden Tab Executive Style Index Sets   4.62 10.2   1.73 
72CA-2017-1144409/14/20179/17/2017Second ClassTB-21520Tracy BlumsteinConsumerUnited StatesJacksonMichigan49201CentralOFF-PA-10004675Office SuppliesPaper"Telephone Message Books with Fax/Mobile Section 5 1/2"" x 3 3/16"""   19.05 30   8.76 
73US-2015-1340264/26/20155/2/2015Standard ClassJE-15745Joel EatonConsumerUnited StatesMemphisTennessee38109SouthFUR-CH-10000513FurnitureChairsHigh-Back Leather Manager's Chair   831.94 80.2   -114.39 
74US-2015-1340264/26/20155/2/2015Standard ClassJE-15745Joel EatonConsumerUnited StatesMemphisTennessee38109SouthFUR-FU-10003708FurnitureFurnishings"Tenex Traditional Chairmats for Medium Pile Carpet Standard Lip 36"" x 48"""   97.04 20.2   1.21 
75US-2015-1340264/26/20155/2/2015Standard ClassJE-15745Joel EatonConsumerUnited StatesMemphisTennessee38109SouthOFF-ST-10004123Office SuppliesStorageSafco Industrial Wire Shelving System   72.78 10.2   -18.20 
76US-2017-11803812/9/201712/11/2017First ClassKB-16600Ken BrennanCorporateUnited StatesHoustonTexas77041CentralOFF-BI-10004182Office SuppliesBindersEconomy Binders   1.25 30.8   -1.93 
77US-2017-11803812/9/201712/11/2017First ClassKB-16600Ken BrennanCorporateUnited StatesHoustonTexas77041CentralFUR-FU-10000260FurnitureFurnishings"6"" Cubicle Wall Clock Black"   9.71 30.6   -5.82 
78US-2017-11803812/9/201712/11/2017First ClassKB-16600Ken BrennanCorporateUnited StatesHoustonTexas77041CentralOFF-ST-10000615Office SuppliesStorage"SimpliFile Personal File Black Granite 15w x 6-15/16d x 11-1/4h"   27.24 30.2   2.72 
79US-2014-14760611/26/201412/1/2014Second ClassJE-15745Joel EatonConsumerUnited StatesHoustonTexas77070CentralFUR-FU-10003194FurnitureFurnishings"Eldon Expressions Desk Accessory Wood Pencil Holder Oak"   19.30 50.6   -14.48 
80CA-2016-1272086/12/20166/15/2016First ClassSC-20770Stewart CarmichaelCorporateUnited StatesDecaturAlabama35601SouthOFF-AP-10002118Office SuppliesAppliances"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"   208.16 10   56.20 
81CA-2016-1272086/12/20166/15/2016First ClassSC-20770Stewart CarmichaelCorporateUnited StatesDecaturAlabama35601SouthOFF-BI-10002309Office SuppliesBindersAvery Heavy-Duty EZD  Binder With Locking Rings   16.74 30   8.04 
82CA-2014-13945110/12/201410/16/2014Standard ClassDN-13690Duane NoonanConsumerUnited StatesSan FranciscoCalifornia94122WestOFF-AR-10002053Office SuppliesArt"Premium Writing Pencils Soft #2 by Central Association for the Blind"   14.90 50   4.17 
83CA-2014-13945110/12/201410/16/2014Standard ClassDN-13690Duane NoonanConsumerUnited StatesSan FranciscoCalifornia94122WestOFF-ST-10002370Office SuppliesStorage"Sortfiler Multipurpose Personal File Organizer Black"   21.39 10   6.20 
84CA-2015-1497349/3/20159/8/2015Standard ClassJC-16105Julie CreightonCorporateUnited StatesDurhamNorth Carolina27707SouthOFF-EN-10000927Office SuppliesEnvelopesJet-Pak Recycled Peel 'N' Seal Padded Mailers   200.98 70.2   62.81 
85US-2017-11966211/13/201711/16/2017First ClassCS-12400Christopher SchildHome OfficeUnited StatesChicagoIllinois60623CentralOFF-ST-10003656Office SuppliesStorageSafco Industrial Wire Shelving   230.38 30.2   -48.95 
86CA-2017-1400885/28/20175/30/2017Second ClassPO-18865Patrick O'DonnellConsumerUnited StatesColumbiaSouth Carolina29203SouthFUR-CH-10000863FurnitureChairsNovimex Swivel Fabric Task Chair   301.96 20   33.22 
87CA-2017-15555810/26/201711/2/2017Standard ClassPG-18895Paul GonzalezConsumerUnited StatesRochesterMinnesota55901CentralTEC-AC-10001998TechnologyAccessoriesLogitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired   19.99 10   6.80 
88CA-2017-15555810/26/201711/2/2017Standard ClassPG-18895Paul GonzalezConsumerUnited StatesRochesterMinnesota55901CentralOFF-LA-10000134Office SuppliesLabelsAvery 511   6.16 20   2.96 
89CA-2016-1596954/5/20164/10/2016Second ClassGM-14455Gary MitchumHome OfficeUnited StatesHoustonTexas77095CentralOFF-ST-10003442Office SuppliesStorageEldon Portable Mobile Manager   158.37 70.2   13.86 
90CA-2016-1098069/17/20169/22/2016Standard ClassJS-15685Jim SinkCorporateUnited StatesLos AngelesCalifornia90036WestOFF-AR-10004930Office SuppliesArtTurquoise Lead Holder with Pocket Clip   20.10 30   6.63 
91CA-2016-1098069/17/20169/22/2016Standard ClassJS-15685Jim SinkCorporateUnited StatesLos AngelesCalifornia90036WestTEC-PH-10004093TechnologyPhonesPanasonic Kx-TS550   73.58 20.2   8.28 
92CA-2016-1098069/17/20169/22/2016Standard ClassJS-15685Jim SinkCorporateUnited StatesLos AngelesCalifornia90036WestOFF-PA-10000304Office SuppliesPaperXerox 1995   6.48 10   3.11 
93CA-2015-1495871/31/20152/5/2015Second ClassKB-16315Karl BraunConsumerUnited StatesMinneapolisMinnesota55407CentralOFF-PA-10003177Office SuppliesPaperXerox 1999   12.96 20   6.22 
94CA-2015-1495871/31/20152/5/2015Second ClassKB-16315Karl BraunConsumerUnited StatesMinneapolisMinnesota55407CentralFUR-FU-10003799FurnitureFurnishings"Seth Thomas 13 1/2"" Wall Clock"   53.34 30   16.54 
95CA-2015-1495871/31/20152/5/2015Second ClassKB-16315Karl BraunConsumerUnited StatesMinneapolisMinnesota55407CentralOFF-BI-10002852Office SuppliesBindersIbico Standard Transparent Covers   32.96 20   16.15 
96US-2017-10948411/6/201711/12/2017Standard ClassRB-19705Roger BarcioHome OfficeUnited StatesPortlandOregon97206WestOFF-BI-10004738Office SuppliesBindersFlexible Leather- Look Classic Collection Ring Binder   5.68 10.7   -3.79 
97CA-2017-16101811/9/201711/11/2017Second ClassPN-18775Parhena NorrisHome OfficeUnited StatesNew York CityNew York10009EastFUR-FU-10000629FurnitureFurnishings9-3/4 Diameter Round Wall Clock   96.53 70   40.54 
98CA-2017-1578336/17/20176/20/2017First ClassKD-16345Katherine DucichConsumerUnited StatesSan FranciscoCalifornia94122WestOFF-BI-10001721Office SuppliesBindersTrimflex Flexible Post Binders   51.31 30.2   17.96 
99CA-2016-1492239/6/20169/11/2016Standard ClassER-13855Elpida RittenbachCorporateUnited StatesSaint PaulMinnesota55106CentralOFF-AP-10000358Office SuppliesAppliancesFellowes Basic Home/Office Series Surge Protectors   77.88 60   22.59 
100CA-2016-1585688/29/20169/2/2016Standard ClassRB-19465Rick BensleyHome OfficeUnited StatesChicagoIllinois60610CentralOFF-PA-10003256Office SuppliesPaperAvery Personal Creations Heavyweight Cards   64.62 70.2   22.62 
101CA-2016-1585688/29/20169/2/2016Standard ClassRB-19465Rick BensleyHome OfficeUnited StatesChicagoIllinois60610CentralTEC-AC-10001767TechnologyAccessoriesSanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card   95.98 30.2   -10.80 
102CA-2016-1585688/29/20169/2/2016Standard ClassRB-19465Rick BensleyHome OfficeUnited StatesChicagoIllinois60610CentralOFF-BI-10002609Office SuppliesBindersAvery Hidden Tab Dividers for Binding Systems   1.79 30.8   -3.04 
103CA-2016-12990312/1/201612/4/2016Second ClassGZ-14470Gary ZanduskyConsumerUnited StatesRochesterMinnesota55901CentralOFF-PA-10004040Office SuppliesPaperUniversal Premium White Copier/Laser Paper (20Lb. and 87 Bright)   23.92 40   11.72 
104US-2015-15686711/13/201511/17/2015Standard ClassLC-16870Lena CacioppoConsumerUnited StatesAuroraColorado80013WestTEC-AC-10001552TechnologyAccessoriesLogitech K350 2.4Ghz Wireless Keyboard   238.90 60.2   -26.88 
105US-2015-15686711/13/201511/17/2015Standard ClassLC-16870Lena CacioppoConsumerUnited StatesAuroraColorado80013WestFUR-FU-10004006FurnitureFurnishings"Deflect-o DuraMat Lighweight Studded Beveled Mat for Low Pile Carpeting"   102.36 30.2   -3.84 
106US-2015-15686711/13/201511/17/2015Standard ClassLC-16870Lena CacioppoConsumerUnited StatesAuroraColorado80013WestOFF-BI-10002794Office SuppliesBinders"Avery Trapezoid Ring Binder 3"" Capacity Black 1040 sheets"   36.88 30.7   -25.82 
107CA-2017-11900411/23/201711/28/2017Standard ClassJM-15250Janet MartinConsumerUnited StatesCharlotteNorth Carolina28205SouthTEC-AC-10003499TechnologyAccessoriesMemorex Mini Travel Drive 8 GB USB 2.0 Flash Drive   74.11 80.2   17.60 
108CA-2017-11900411/23/201711/28/2017Standard ClassJM-15250Janet MartinConsumerUnited StatesCharlotteNorth Carolina28205SouthTEC-PH-10002844TechnologyPhonesSpeck Products Candyshell Flip Case   27.99 10.2   2.10 
109CA-2017-11900411/23/201711/28/2017Standard ClassJM-15250Janet MartinConsumerUnited StatesCharlotteNorth Carolina28205SouthOFF-AR-10000390Office SuppliesArtNewell Chalk Holder   3.30 10.2   1.07 
110CA-2015-12947610/15/201510/20/2015Standard ClassPA-19060Pete ArmstrongHome OfficeUnited StatesOrland ParkIllinois60462CentralTEC-AC-10000844TechnologyAccessoriesLogitech Gaming G510s - Keyboard   339.96 50.2   67.99 
111CA-2017-14678012/25/201712/30/2017Standard ClassCV-12805Cynthia VoltzCorporateUnited StatesNew York CityNew York10035EastFUR-FU-10001934FurnitureFurnishingsMagnifier Swing Arm Lamp   41.96 20   10.91 
112CA-2016-12886711/3/201611/10/2016Standard ClassCL-12565Clay LudtkeConsumerUnited StatesUrbandaleIowa50322CentralOFF-AR-10000380Office SuppliesArt"Hunt PowerHouse Electric Pencil Sharpener Blue"   75.96 20   22.79 
113CA-2016-12886711/3/201611/10/2016Standard ClassCL-12565Clay LudtkeConsumerUnited StatesUrbandaleIowa50322CentralOFF-BI-10003981Office SuppliesBinders"Avery Durable Plastic 1"" Binders"   27.24 60   13.35 
114CA-2014-1152598/25/20148/27/2014Second ClassRC-19960Ryan CroweConsumerUnited StatesColumbusOhio43229EastOFF-FA-10000621Office SuppliesFasteners"OIC Colored Binder Clips Assorted Sizes"   40.10 140.2   14.53 
115CA-2014-1152598/25/20148/27/2014Second ClassRC-19960Ryan CroweConsumerUnited StatesColumbusOhio43229EastOFF-EN-10002600Office SuppliesEnvelopes"Redi-Strip #10 Envelopes 4 1/8 x 9 1/2"   4.72 20.2   1.65 
116CA-2014-1152598/25/20148/27/2014Second ClassRC-19960Ryan CroweConsumerUnited StatesColumbusOhio43229EastOFF-PA-10004965Office SuppliesPaperXerox 1921   23.98 30.2   7.49 
117CA-2014-1152598/25/20148/27/2014Second ClassRC-19960Ryan CroweConsumerUnited StatesColumbusOhio43229EastOFF-EN-10002504Office SuppliesEnvelopes"Tyvek  Top-Opening Peel & Seel Envelopes Plain White"   130.46 60.2   44.03 
